ID,raw_photo,detection_photo,genotype,latitude,longitude,berry-immature,berry-mature,flower,total_detections,is_skipped,leaf_count,leaf_segmentation_photo,LDI Whole (%),LDI Bounded (%),LDI Hull/Solidity (%),Canopy Width (px),Canopy Height (px),Canopy Area (px^2),Canopy Perimeter (px),Convex Hull Area (px^2),Solidity,Bounding Box Area (px^2),Width-Height Ratio,Circularity,Fractal Dimension,Orientation,Major Axis Length,Minor Axis Length,Mean GLI,Mean VARI,Mean Hue,Std Dev Hue,Mean Saturation,Std Dev Saturation,Mean Value,Std Dev Value,Yellow (%),Brown (%),Texture Contrast,Texture Dissimilarity,Texture Homogeneity,Texture Energy,Texture Correlation,Texture ASM
W22101506,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22101506.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22101506.jpg,unknown,,,355,90,0,445,no,287,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22101506.jpg,17.25704156,24.18709433,33.74556318,2988,4278,3091755,284584.5794,9161960,0.337455632,12782664,0.698457223,0.000479725,1.495222822,-178.7195985,3954.854288,2720.379359,0.19095391,97.8914,50.036848,12.76180559,107.5162948,41.89190755,107.2413225,45.8032695,22.74174377,0.00656585,373.1143196,7.550009617,0.527889019,0.414548619,0.959731623,0.171851126
W22101712,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22101712.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22101712.jpg,unknown,,,270,28,0,298,no,552,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22101712.jpg,33.34712555,36.12856397,40.52923328,3448,4796,5974439,227543.3582,14741061,0.405292333,16536608,0.718932444,0.001450036,1.403422571,108.61058,3819.015625,3495.171978,0.23179327,225.17604,47.18665937,10.75023723,127.9715292,41.94712588,118.0233264,52.61921225,27.89143884,0.00256091,379.4710028,7.97220431,0.420493355,0.256093645,0.96451025,0.065584527
W22110202,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22110202.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22110202.jpg,unknown,,,47,5,0,52,no,361,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22110202.jpg,29.08016252,33.92249381,41.43392475,3456,4444,5209974,199673.8866,12574174.5,0.414339247,15358464,0.777677768,0.001642112,1.398950813,53.8927236,3824.773549,3204.253822,0.20227294,194.13945,54.49849289,13.85181614,108.623877,39.02146937,123.1327515,52.5744166,15.69180576,0.003953954,324.9485355,7.300655381,0.465814181,0.334359953,0.969531555,0.111797326
W22110306,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22110306.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22110306.jpg,unknown,,,107,36,9,152,no,263,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22110306.jpg,14.11304169,20.03678526,29.03308961,2911,4335,2528479,240856.2615,8708956,0.290330896,12619185,0.671510957,0.000547713,1.492988581,-144.3469318,4283.376503,2064.568978,0.18455398,468.5034,53.25772569,13.83736838,101.7693807,44.83186911,115.4651041,48.51116358,15.94571282,0.01265583,327.3714356,6.729920027,0.539631519,0.401315324,0.960164638,0.161054319
W22110406,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22110406.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22110406.jpg,unknown,,,86,53,6,145,no,190,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22110406.jpg,10.90643821,12.46038032,17.82869015,3025,5184,1953987,234915.2374,10959790,0.178286901,15681600,0.583526235,0.000444948,1.51610573,-174.223508,3684.024882,2361.87459,0.15926544,27.86429,54.56790398,14.86568662,90.86470176,35.02601664,110.0317397,47.87374315,17.18256058,0.009211934,265.264028,5.153081457,0.64734521,0.55690195,0.969131201,0.310140407
W22110708,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22110708.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22110708.jpg,unknown,,,87,43,0,130,no,514,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22110708.jpg,35.93581993,40.25949135,45.64785263,3092,5172,6438227,191497.0832,14104118,0.456478526,15991824,0.597834493,0.002206235,1.374728395,171.8225024,4599.245165,3025.364906,0.21404602,42.901485,45.71335664,9.804048263,122.5440953,40.38148074,128.4939453,56.11188109,32.95657329,0.001630884,317.2786896,7.095147248,0.413495153,0.228389455,0.973972856,0.052162237
W22110905,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22110905.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22110905.jpg,unknown,,,225,67,0,292,no,114,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22110905.jpg,7.647601818,16.68209302,22.30923219,2658,3090,1370137,157396.7189,6141569.5,0.223092322,8213220,0.860194175,0.000694996,1.497510964,122.4432909,2411.678427,2317.113398,0.19955537,49.12625,50.47720046,12.40147189,109.6880239,41.85041562,105.5777393,44.14718535,20.42168046,0.005254949,296.3388063,6.439303217,0.546471293,0.396319294,0.952139581,0.157069737
W22111307,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22111307.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22111307.jpg,unknown,,,577,40,0,617,no,313,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22111307.jpg,18.59450129,20.94153697,22.69689988,3456,4603,3331373,376028.8703,14677656.5,0.226968999,15907968,0.750814686,0.000296068,1.524896042,-144.758051,3984.279525,3865.95663,0.17503913,51.824265,49.9112345,13.01704701,100.8467623,41.71343948,105.6611241,44.4561021,23.35994799,0.008645084,376.2068318,7.430437915,0.460407134,0.282987793,0.957543377,0.080083376
W22120307,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22120307.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22120307.jpg,unknown,,,372,99,0,471,no,226,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22120307.jpg,13.63570602,21.02337583,26.95266156,3112,3734,2442960,208373.4602,9063891.5,0.269526616,11620208,0.833422603,0.000707036,1.476782772,80.40307511,3308.842059,2160.142506,0.1745009,62.45027,53.34111201,14.47399495,98.63573247,38.67066494,111.8465562,48.51925592,18.84341127,0.00839146,309.4854929,6.527209466,0.550990323,0.442101047,0.967124483,0.195454187
W22120401,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22120401.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22120401.jpg,unknown,,,129,47,2,178,no,344,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22120401.jpg,23.31184628,37.82685046,46.84346531,3289,3357,4176528,151307.8643,8915924.5,0.468434653,11041173,0.979743819,0.002292463,1.382851276,67.38294135,3263.751011,2859.763118,0.18181312,324.91248,52.74331191,14.51079243,103.003823,37.04676524,124.0813377,51.14048074,22.65467872,0.01235476,434.9509906,9.022138823,0.428462474,0.312531562,0.960935218,0.097676943
W22120403,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22120403.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22120403.jpg,unknown,,,254,58,0,312,no,365,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22120403.jpg,21.31668042,27.69565697,33.84542537,3456,3990,3819076,302089.2437,11283876.5,0.338454254,13789440,0.866165414,0.000525893,1.48225651,-149.8495474,3481.614074,3285.787165,0.18656884,312.09143,52.05858014,14.44421478,105.3401176,39.93025471,113.4689896,48.83059194,24.13578572,0.011233084,386.5359053,7.940127677,0.487694979,0.368450529,0.956916634,0.135756698
W22120501,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22120501.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22120501.jpg,unknown,,,352,58,1,411,no,94,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22120501.jpg,10.60972419,16.1442374,23.13207982,3114,3781,1900828,253599.1613,8217281,0.231320798,11774034,0.823591642,0.000371413,1.529584823,171.8453672,2931.704696,2540.209751,0.18049653,3.8708603,48.44233776,12.63731642,105.0749584,41.14612464,102.1944389,41.43389153,29.57321757,0.006681299,295.3429938,6.195020277,0.61483291,0.527863582,0.961965422,0.278640767
W22120607,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22120607.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22120607.jpg,unknown,,,205,17,0,222,no,533,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22120607.jpg,32.05323605,39.57227333,43.06716638,3456,4199,5742627,282376.215,13334118.5,0.430671664,14511744,0.823053108,0.000905033,1.434735545,142.2219064,4197.894435,3475.360884,0.19553734,184.47522,51.81932537,13.93477077,109.8549883,40.34608513,117.1501983,51.36129018,22.33629313,0.007122176,372.7269026,8.322020008,0.336345388,0.129575078,0.962776497,0.016790267
W22120709,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22120709.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22120709.jpg,unknown,,,107,50,1,158,no,488,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22120709.jpg,36.74693725,41.99088804,48.73562708,3433,4567,6583546,175727.1996,13508692.5,0.487356271,15678511,0.751696956,0.002679118,1.361826302,133.5065,4067.235313,3303.505492,0.21573982,128.77576,52.59306747,12.89717644,114.8740481,36.00882886,117.3991223,53.19540329,18.89540986,0.004997307,309.1686353,7.199174281,0.417490675,0.249097435,0.97122484,0.06205001
W22121104,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22121104.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22121104.jpg,unknown,,,65,60,1,126,no,468,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22121104.jpg,32.21035344,32.29757683,42.5834212,3456,5170,5770776,250399.7941,13551696.5,0.425834212,17867520,0.668471954,0.001156581,1.418845679,129.4120313,4224.207314,3279.252694,0.1909815,152.76614,55.0173105,14.53172244,105.1498502,36.43647317,117.4568951,51.59518981,15.77122384,0.011228992,351.3451594,7.137270584,0.485003871,0.349753436,0.966981159,0.122327966
W22121210,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22121210.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22121210.jpg,unknown,,,290,30,11,331,no,532,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22121210.jpg,35.09965224,35.09965224,37.57651379,3456,5184,6288420,308051.5662,16734974.5,0.375765138,17915904,0.666666667,0.000832731,1.437532859,179.6453133,4399.285665,3867.77163,0.2001913,85.449776,49.48685202,12.80553956,113.226918,42.18253551,123.5528254,51.75585447,26.80630429,0.005359057,351.1198877,7.681145098,0.389986416,0.206991194,0.96806083,0.042846118
W22121303,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22121303.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22121303.jpg,unknown,,,172,60,0,232,no,301,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22121303.jpg,13.19291508,16.52231841,20.74136723,2960,4833,2363630,287626.3784,11395729,0.207413672,14305680,0.612456031,0.000359031,1.52403174,174.806914,4007.571865,2723.537694,0.18085255,191.02708,51.61215503,13.84085908,102.5942728,40.58763386,108.2178514,42.62625701,21.41109226,0.016330813,325.3054854,6.655458069,0.527011651,0.371224431,0.960850189,0.137808506
W22130314,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22130314.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22130314.jpg,unknown,,,188,66,2,256,no,618,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22130314.jpg,38.6150763,39.01394573,41.38744595,3456,5131,6918240,271183.4638,16715793.5,0.41387446,17732736,0.673552914,0.001182168,1.412633422,175.1109478,4471.357449,3947.808053,0.20367384,77.6857,48.21200537,11.33860643,114.2028019,38.27687579,132.8796036,57.98263425,27.25918731,0.003367909,318.0183525,6.994935129,0.416235057,0.245937035,0.976218317,0.060485697
W22130511,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22130511.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22130511.jpg,unknown,,,306,74,1,381,no,142,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22130511.jpg,7.682799595,18.9802031,25.26053239,2709,2677,1376443,139477.1993,5448986.5,0.252605324,7251993,1.011953679,0.000889123,1.479922504,114.3508027,2385.684797,1987.63533,0.18794583,35.06187,47.56894328,11.21139867,107.7500921,39.15673379,114.3229672,48.52691526,28.43989907,0.001453021,322.1988652,6.643145875,0.508594584,0.337299416,0.963036917,0.113771848
W22130902,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22130902.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22130902.jpg,unknown,,,469,43,0,512,no,433,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22130902.jpg,29.79552692,36.90800754,41.38598692,3456,4185,5338138,284566.9535,12898419,0.413859869,14463360,0.825806452,0.000828382,1.442498389,-139.1633901,3776.463381,3599.655584,0.19960888,93.50312,49.05191454,12.09717493,112.067712,42.53079501,125.3733712,52.08234924,24.61702938,0.004289885,395.7699104,8.625870119,0.402520245,0.258614803,0.963880733,0.066882171
W22131004,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22131004.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22131004.jpg,unknown,,,59,38,0,97,no,398,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22131004.jpg,28.41682452,35.17294891,47.15620482,3218,4498,5091131,224192.8086,10796312,0.471562048,14474564,0.71542908,0.00127286,1.416040908,-156.6873473,4266.982952,2829.461508,0.21839076,45.404503,48.49426444,11.03681264,119.5305077,35.48963006,111.6108458,51.87969508,25.09261695,0.003182004,286.5345812,6.503033642,0.487346796,0.33745029,0.972700567,0.113873214
W22131301,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W22131301.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W22131301.jpg,unknown,,,393,110,0,503,no,226,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W22131301.jpg,12.74146702,13.92615751,16.88833346,3456,4743,2282749,281469.9014,13516721.5,0.168883335,16391808,0.728652751,0.00036208,1.524700437,133.8321974,3684.449783,3295.909052,0.17752315,40.070103,51.15571927,13.98377041,101.8459577,42.91655314,110.9886711,44.22553955,23.70168599,0.008761366,286.0477481,5.770987872,0.615398888,0.50424639,0.968158137,0.254265196
W23011106,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W23011106.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W23011106.jpg,unknown,,,347,26,0,373,no,92,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W23011106.jpg,9.220316206,24.64205757,31.78353526,2744,2443,1651903,177246.0553,5197354.5,0.317835353,6703592,1.123209169,0.000660756,1.494541055,84.90269552,2708.748031,1853.724224,0.17102472,21.95035,45.61594839,11.21517775,104.0565106,42.00468434,108.8311202,45.1183591,37.22155599,0.004116464,370.6315926,7.882496536,0.484175913,0.355057557,0.951228101,0.126067213
W23011108,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W23011108.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W23011108.jpg,unknown,,,221,6,0,227,no,159,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W23011108.jpg,12.79925367,28.26151125,37.81382491,2417,3357,2293102,151684.1057,6064189.5,0.378138249,8113869,0.719988085,0.001252429,1.439803553,-167.9602004,2610.433386,2305.524508,0.18638213,91.31228,45.92035766,11.50240995,112.2018423,42.30595186,109.2518933,43.62033391,39.45031665,0.004840605,300.9798058,7.030608734,0.504427532,0.382369877,0.961585331,0.146207524
W23021108,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W23021108.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W23021108.jpg,unknown,,,700,8,0,708,no,389,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W23021108.jpg,25.0094497,34.63772035,41.62066165,3456,3743,4480669,232650.7623,10765492,0.416206616,12935808,0.923323537,0.001040264,1.432686478,75.22911604,3622.754753,3218.135693,0.19527313,27.611546,44.30747328,9.515995857,117.1457414,41.68663542,109.9156068,45.22892379,40.0456048,0.002209491,322.4542703,7.448201247,0.438705056,0.28269911,0.963779144,0.079919321
W23041207,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W23041207.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W23041207.jpg,unknown,,,939,17,0,956,no,567,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W23041207.jpg,27.84978084,34.28479313,40.51245922,3456,4211,4989540,259053.435,12316063,0.405124592,14553216,0.82070767,0.000934311,1.436633592,121.9419111,3804.864575,3236.197606,0.14538492,0.17477864,51.10434068,11.5259575,83.00209178,31.94727011,89.32703275,28.02535222,15.56891016,0.00342717,196.8930063,5.537910361,0.458973617,0.299016873,0.976540697,0.089411432
W24022702,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W24022702.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W24022702.jpg,unknown,,,71,19,2,92,no,152,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W24022702.jpg,6.485226757,17.50236538,26.51236128,2429,2733,1161887,57001.6002,4382435,0.265123613,6638457,0.888766923,0.004493654,1.369732832,103.2363272,2224.42524,1607.934296,0.21138752,0.15620945,43.1142581,7.090639389,126.0870558,36.03909662,93.12256269,27.53795486,40.10639589,0.001721338,125.6458479,2.900524786,0.71612461,0.618020174,0.975458112,0.381949684
W24030104,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W24030104.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W24030104.jpg,unknown,,,99,28,0,127,no,104,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W24030104.jpg,5.27764047,17.12557053,22.84797089,2580,2140,945537,78282.65414,4138385,0.228479709,5521200,1.205607477,0.001938908,1.436357572,116.9031469,2413.377964,1757.130983,0.18561056,0.14184652,43.1371041,7.931150976,113.6417041,35.93673114,81.422452,21.38584961,42.73899382,0.00116336,81.80157226,3.184246286,0.602265367,0.462807831,0.978182636,0.214192024
W24031604,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W24031604.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W24031604.jpg,unknown,,,299,28,1,328,no,101,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W24031604.jpg,6.297053166,21.61717519,27.84297258,2721,1918,1128174,120611.0071,4051916.5,0.278429726,5218878,1.418665276,0.000974568,1.480187909,76.53957173,2514.460806,1627.454388,0.17034534,0.13173674,43.02402821,9.090179448,107.1994843,38.78821987,104.0281676,39.00166023,47.96760074,0.001418221,237.3747372,6.375886056,0.525658615,0.418788548,0.963391217,0.175384729
W24042701,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W24042701.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W24042701.jpg,unknown,,,89,0,0,89,no,28,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W24042701.jpg,1.731517427,13.25538636,21.31130141,1317,1777,310217,23635.00879,1455645.5,0.213113014,2340309,0.741136747,0.00697853,1.37353439,84.71727758,1146.177185,748.9819182,0.22828206,0.15015535,41.74098776,5.968021614,136.2508857,40.6524687,97.57670276,33.91930531,47.58475519,0.00064471,148.045492,4.416293906,0.643135343,0.558032899,0.968671078,0.311401679
W24080701,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W24080701.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W24080701.jpg,unknown,,,231,51,0,282,no,167,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W24080701.jpg,6.803608682,21.69339496,29.87276123,2390,2351,1218928,79445.84538,4080399.5,0.298727612,5618890,1.016588686,0.002426865,1.412430726,67.15073759,2049.146194,1937.127454,0.16589965,0.15156041,45.8728637,8.901557634,98.78866676,35.8303819,83.21373863,24.88021749,27.73231889,0.002133022,181.0237502,4.1240408,0.613945566,0.506893252,0.964254937,0.256941891
W24080803,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W24080803.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W24080803.jpg,unknown,,,103,28,0,131,no,123,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W24080803.jpg,4.823585793,21.15865817,27.3233135,2456,1663,864189,64833.88744,3162826.5,0.273233135,4084328,1.476849068,0.002583536,1.41823127,80.21756912,2504.271047,1211.765998,0.19281559,0.16776483,45.01564588,7.944980163,112.1757278,32.59868383,77.48522488,22.70205176,28.00787791,0.000925723,82.51163242,3.462823988,0.593456607,0.465990762,0.969958722,0.21714875
W24082303,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/raw/W24082303.jpg,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./detections/W24082303.jpg,unknown,,,353,21,0,374,no,179,/mnt/blueberry-fpt/Pauls/2604-Validation-Data/260723-paul-detection-segmentation/paper-plant-selection/output/./leaf_segmentation/W24082303.jpg,7.525364056,21.99554587,33.08033047,2847,2153,1348237,113901.3609,4075645.5,0.330803305,6129591,1.32234092,0.001305925,1.453389492,100.4198203,2563.86537,1561.223212,0.17989896,69.1357,45.06407627,9.200325974,106.9979759,39.56402598,100.3545749,37.4691469,33.40755372,0.004895282,216.2697316,5.610321105,0.577991054,0.476877325,0.96223594,0.227412981
